,Rank,Year,Movie,WorldwideBox Office,DomesticBox Office,InternationalBox Office
689,690,2008,Journey to the Center of the Earth,"$243,180,937","$101,704,370","$141,476,567"
690,691,2014,RoboCop,"$242,981,799","$58,607,007","$184,374,792"
691,692,1994,Four Weddings and a Funeral,"$242,895,809","$52,700,832","$190,194,977"
692,693,2015,Daddyâs Home,"$241,504,989","$150,357,137","$91,147,852"
693,694,1997,Face/Off,"$241,199,984","$112,276,146","$128,923,838"
694,695,2016,Assassinâs Creed,"$240,759,682","$54,647,948","$186,111,734"
695,696,2012,Resident Evil: Retribution,"$240,647,629","$42,345,531","$198,302,098"
696,697,1990,Die Hard 2,"$239,813,888","$117,323,878","$122,490,010"
697,698,1988,Crocodile Dundee 2,"$239,606,210","$109,306,210","$130,300,000"
698,699,1989,Dead Poets Society,"$239,500,000","$95,860,116","$143,639,884"
699,700,2011,The Girl with the Dragon Tattoo,"$239,373,970","$102,515,793","$136,858,177"
700,701,1984,Grand Canyon: The Hidden Secrets,"$239,000,000","$52,800,000","$186,200,000"
701,702,2022,Bullet Train,"$238,534,963","$103,368,602","$135,166,361"
702,703,2016,Sully,"$238,524,556","$125,070,033","$113,454,523"
703,704,2017,Alien: Covenant,"$238,521,247","$74,262,031","$164,259,216"
704,705,1997,Batman & Robin,"$238,317,814","$107,325,195","$130,992,619"
705,706,2013,Disney Planes,"$238,059,569","$90,282,580","$147,776,989"
706,707,2005,Hauru no ugoku shiro,"$237,814,327","$4,710,455","$233,103,872"
707,708,2018,Crazy Rich Asians,"$237,814,149","$174,532,921","$63,281,228"
708,709,2006,Click,"$237,685,089","$137,355,633","$100,329,456"
709,710,2008,The Day the Earth Stood Still,"$237,370,350","$79,366,978","$158,003,372"
710,711,2015,Gang jiong,"$237,273,381","$1,302,281","$235,971,100"
711,712,2009,Cloudy with a Chance of Meatballs,"$236,827,677","$124,870,275","$111,957,402"
712,713,2012,American Reunion,"$236,799,211","$56,758,835","$180,040,376"
713,714,1992,A Few Good Men,"$236,500,000","$141,340,178","$95,159,822"
714,715,2012,Silver Linings Playbook,"$236,412,453","$132,092,958","$104,319,495"
715,716,2003,2 Fast 2 Furious,"$236,410,607","$127,120,058","$109,290,549"
716,717,2022,WÃ n LÇ GuÄ« TÃº (ä¸éå½é),"$236,085,820",,"$236,085,820"
717,718,2001,Artificial Intelligence: AI,"$235,900,000","$78,616,689","$157,283,311"
718,719,2007,Mr. Beanâs Holiday,"$234,981,342","$33,302,167","$201,679,175"
719,720,1999,American Pie,"$234,723,148","$101,800,948","$132,922,200"
720,721,1996,Eraser,"$234,400,000","$101,295,562","$133,104,438"
721,722,2015,Spy!,"$233,844,106","$110,825,712","$123,018,394"
722,723,1998,The Mask of Zorro,"$233,700,000","$93,828,745","$139,871,255"
723,724,2000,Gone in 60 Seconds,"$232,643,008","$101,643,008","$131,000,000"
724,725,2003,American Wedding,"$232,354,205","$104,354,205","$128,000,000"
725,726,2010,Gulliver's Travels,"$232,017,848","$42,779,261","$189,238,587"
726,727,2004,Million Dollar Baby,"$231,928,227","$100,492,203","$131,436,024"
727,728,1996,The English Patient,"$231,710,008","$78,716,374","$152,993,634"
728,729,1992,Sister Act,"$231,600,000","$139,605,150","$91,994,850"
729,730,2007,Juno,"$231,450,102","$143,495,265","$87,954,837"
730,731,2021,Encanto,"$231,114,145","$96,093,622","$135,020,523"
731,732,2019,Annabelle Comes Home,"$230,779,191","$74,152,591","$156,626,600"
732,733,2016,Hidden Figures,"$230,677,636","$169,607,287","$61,070,349"
733,734,2019,Shao Nian De Ni,"$230,104,810","$1,921,657","$228,183,153"
734,735,2013,The Heat,"$229,727,774","$159,581,587","$70,146,187"
735,736,2007,Ghost Rider,"$229,545,589","$115,802,596","$113,742,993"
736,737,1998,La vita Ã¨ bella,"$229,375,361","$57,598,247","$171,777,114"
737,738,2011,The Green Hornet,"$229,155,503","$98,780,042","$130,375,461"
738,739,2016,Ghostbusters,"$229,008,658","$128,350,574","$100,658,084"
739,740,1999,Big Daddy,"$228,641,283","$163,479,795","$65,161,488"
740,741,1993,Sleepless in Seattle,"$227,899,326","$126,680,884","$101,218,442"
741,742,2000,Chicken Run,"$227,793,915","$106,793,915","$121,000,000"
742,743,2014,The Imitation Game,"$227,328,585","$91,125,143","$136,203,442"
743,744,1989,Lethal Weapon 2,"$227,300,000","$147,253,986","$80,046,014"
744,745,2003,Charlie's Angels: Full Throttle,"$227,163,273","$100,814,328","$126,348,945"
745,746,2012,Argo,"$227,140,757","$136,025,503","$91,115,254"
746,747,2017,Fang Hua,"$227,089,269","$1,891,956","$225,197,313"
747,748,2017,Baby Driver,"$226,977,991","$107,825,862","$119,152,129"
748,749,2008,Taken,"$226,941,585","$145,000,989","$81,940,596"
749,750,2008,Get Smart,"$226,739,416","$130,319,208","$96,420,208"
750,751,2008,Yes Man,"$225,990,976","$97,690,976","$128,300,000"
751,752,1997,Good Will Hunting,"$225,925,989","$138,433,435","$87,492,554"
752,753,2021,Cruella,"$225,816,529","$86,103,234","$139,713,295"
753,754,1976,Rocky,"$225,000,000","$117,235,147","$107,764,853"
754,755,2010,The Social Network,"$224,922,135","$96,962,694","$127,959,441"
755,756,2003,Elf,"$224,912,848","$178,100,000","$46,812,848"
756,757,2009,Itâs Complicated,"$224,614,744","$112,735,375","$111,879,369"
757,758,2019,Ford v. Ferrari,"$224,390,706","$117,624,357","$106,766,349"
758,759,1997,Con Air,"$224,117,573","$101,117,573","$123,000,000"
759,760,1994,Interview with the Vampire,"$223,564,608","$105,264,608","$118,300,000"
760,761,2010,Percy Jackson & the Olympians: The Li…,"$223,050,874","$88,768,303","$134,282,571"
761,762,1989,"Honey, I Shrunk the Kids","$222,700,000","$130,724,172","$91,975,828"
762,763,2008,Jumper,"$222,640,812","$80,172,128","$142,468,684"
763,764,2014,Non-Stop,"$222,383,055","$91,742,160","$130,640,895"
764,765,1989,The Little Mermaid,"$222,299,758","$111,543,479","$110,756,279"
765,766,2005,Constantine,"$221,593,554","$75,976,178","$145,617,376"
766,767,2023,XiÃ³ng ChÅ« MÃ² BÃ n WÇ XiÃ³ng XÄ«n (çåºæ²¡Â·ä¼´æ…,"$221,590,000",,"$221,590,000"
767,768,2008,Bedtime Stories,"$221,468,935","$110,101,975","$111,366,960"
768,769,1990,Presumed Innocent,"$221,300,000","$86,303,188","$134,996,812"
769,770,2015,Everest,"$221,297,061","$43,482,270","$177,814,791"
770,771,1999,Wild Wild West,"$221,229,335","$113,805,681","$107,423,654"
771,772,2004,Fahrenheit 9/11,"$221,148,959","$119,114,517","$102,034,442"
772,773,2017,Geostorm,"$220,796,009","$33,700,160","$187,095,849"
773,774,2013,Captain Phillips,"$220,648,184","$107,136,417","$113,511,767"
774,775,2020,Song Ni Yi Duo Xiao Hong Hua,"$220,490,000",,"$220,490,000"
775,776,2014,Dracula Untold,"$220,241,723","$55,991,880","$164,249,843"
776,777,2011,Green Lantern,"$219,535,492","$116,601,172","$102,934,320"
777,778,2016,Inferno,"$219,519,367","$34,343,574","$185,175,793"
778,779,2007,Knocked Up,"$219,265,952","$148,761,765","$70,504,187"
779,780,2021,Wo He Wo De Fu Be,"$218,887,824",,"$218,887,824"
780,781,2019,Little Women,"$218,838,386","$108,095,955","$110,742,431"
781,782,2022,Lightyear,"$218,768,299","$118,307,188","$100,461,111"
782,783,2005,Kingdom of Heaven,"$218,674,938","$47,398,413","$171,276,525"
783,784,2004,The Terminal,"$218,673,959","$77,073,959","$141,600,000"
784,785,1998,The Prince of Egypt,"$218,613,188","$101,413,188","$117,200,000"
785,786,2008,What Happens in Vegas...,"$218,535,708","$80,277,646","$138,258,062"
786,787,2010,The Sorcerer's Apprentice,"$217,986,320","$63,150,991","$154,835,329"
787,788,2004,Collateral,"$217,602,967","$100,170,152","$117,432,815"
788,789,2010,Valentine's Day,"$217,569,328","$110,485,654","$107,083,674"
789,790,2012,Jack Reacher,"$217,370,736","$80,070,736","$137,300,000"
790,791,2015,Ted 2,"$217,214,143","$81,476,385","$135,737,758"
791,792,2016,Central Intelligence,"$217,194,805","$127,440,871","$89,753,934"
792,793,1988,Twins,"$216,600,000","$111,936,388","$104,663,612"
793,794,2017,The Emoji Movie,"$216,564,839","$86,089,513","$130,475,326"
794,795,2022,Smile,"$216,049,734","$105,935,048","$110,114,686"
795,796,1992,Bram Stoker's Dracula,"$215,862,666","$82,522,790","$133,339,876"
796,797,1989,Ghostbusters II,"$215,500,000","$112,494,738","$103,005,262"
797,798,2011,Bad Teacher,"$215,448,997","$100,292,856","$115,156,141"
798,799,2000,The Patriot,"$215,300,000","$113,330,342","$101,969,658"
799,800,2017,Valerian and the City of a Thousand P…,"$215,098,356","$40,479,370","$174,618,986"
800,801,2008,Australia,"$215,080,810","$49,554,002","$165,526,808"
801,802,2011,Just Go With It,"$214,974,953","$103,028,109","$111,946,844"
802,803,2013,Hansel & Gretel: Witch Hunters,"$214,949,716","$55,703,475","$159,246,241"
803,804,2020,The Croods: A New Age,"$214,790,246","$58,568,815","$156,221,431"
804,805,2005,Flightplan,"$214,392,904","$89,706,988","$124,685,916"
805,806,2002,The Bourne Identity,"$214,357,371","$121,468,960","$92,888,411"
806,807,2018,Smallfoot,"$214,244,195","$83,240,103","$131,004,092"
807,808,2000,"Crouching Tiger, Hidden Dragon","$213,965,909","$128,519,045","$85,446,864"
808,809,2015,Xia Luo Te Fan Nao,"$213,949,747","$1,289,195","$212,660,552"
809,810,1987,Dirty Dancing,"$213,893,795","$63,892,689","$150,001,106"
810,811,2018,Creed II,"$213,591,522","$115,715,889","$97,875,633"
811,812,2000,Vertical Limit,"$213,500,000","$68,473,360","$145,026,640"
812,813,2011,Battle: Los Angeles,"$213,463,976","$83,552,429","$129,911,547"
813,814,2000,Miss Congeniality,"$213,420,951","$106,807,667","$106,613,284"
814,815,2011,The Help,"$213,120,004","$169,705,587","$43,414,417"
815,816,2004,Lemony Snicket's A Series of Unfortun…,"$212,956,024","$118,627,117","$94,328,907"
816,817,2003,Master and Commander: The Far Side of…,"$212,912,137","$93,926,386","$118,985,751"
817,818,1994,Pulp Fiction,"$212,891,760","$107,928,762","$104,962,998"
818,819,2009,District 9,"$212,453,431","$115,646,235","$96,807,196"
819,820,2011,Horrible Bosses,"$212,417,601","$117,538,559","$94,879,042"
820,821,2014,Into the Woods,"$212,416,317","$128,002,372","$84,413,945"
821,822,1995,Ace Ventura: When Nature Calls,"$212,400,000","$108,360,063","$104,039,937"
822,823,2009,Public Enemies,"$212,282,709","$97,104,620","$115,178,089"
823,824,1994,Disclosure,"$212,200,000","$83,015,089","$129,184,911"
824,825,1999,End of Days,"$212,026,975","$66,889,043","$145,137,932"
825,826,2012,Total Recall,"$211,856,088","$58,877,969","$152,978,119"
826,827,2010,Due Date,"$211,739,043","$100,539,043","$111,200,000"
827,828,1999,Entrapment,"$211,700,000","$87,707,396","$123,992,604"
828,829,2011,Immortals,"$211,562,435","$83,504,017","$128,058,418"
829,830,2021,Nou fo,"$211,227,284","$385,305","$210,841,979"
830,831,2021,Jungle Cruise,"$210,469,803","$116,987,516","$93,482,287"
831,832,2014,Fury,"$210,315,681","$85,817,906","$124,497,775"
832,833,1979,Moonraker,"$210,300,000","$70,300,000","$140,000,000"
833,834,2014,The Expendables 3,"$209,461,378","$39,322,544","$170,138,834"
834,835,2018,Hou Lai De Wo Men,"$209,221,328",,"$209,221,328"
835,836,1995,Braveheart,"$209,045,244","$75,545,647","$133,499,597"
836,837,1978,Jaws 2,"$208,900,376","$102,922,376","$105,978,000"
837,838,2004,The Aviator,"$208,370,892","$102,608,827","$105,762,065"
838,839,2000,Traffic,"$208,300,000","$124,107,476","$84,192,524"
839,840,2004,Garfield: The Movie,"$208,094,550","$75,367,693","$132,726,857"
840,841,2016,Me Before You,"$208,064,908","$56,245,075","$151,819,833"
841,842,2013,Xi you xiang mo pian,"$207,927,982","$18,058","$207,909,924"
842,843,2012,Safe House,"$207,884,401","$126,181,630","$81,702,771"
843,844,2001,The Others,"$207,765,056","$96,522,687","$111,242,369"
844,845,1994,Clear and Present Danger,"$207,500,000","$122,012,656","$85,487,344"
845,846,2016,Bridget Jonesâs Baby,"$207,298,383","$24,139,805","$183,158,578"
846,847,2003,S.W.A.T.,"$207,154,748","$116,877,597","$90,277,151"
847,848,1999,Sleepy Hollow,"$207,068,340","$101,068,340","$106,000,000"
848,849,2011,Paranormal Activity 3,"$207,039,844","$104,028,807","$103,011,037"
849,850,2015,Tomorrowland,"$206,627,518","$93,436,322","$113,191,196"
850,851,2010,Eat Pray Love,"$206,598,789","$80,574,010","$126,024,779"
851,852,2001,The Fast and the Furious,"$206,458,372","$144,512,310","$61,946,062"
852,853,2002,Red Dragon,"$206,455,420","$92,955,420","$113,500,000"
853,854,2006,The Break-Up,"$205,727,307","$118,703,275","$87,024,032"
854,855,2013,White House Down,"$205,440,387","$73,103,784","$132,336,603"
855,856,1991,JFK,"$205,400,000","$70,405,498","$134,994,502"
856,857,2012,Ren zai jiong tu zhi tai jiong,"$205,400,000",,"$205,400,000"
857,858,2009,The Ugly Truth,"$205,298,907","$88,915,214","$116,383,693"
858,859,2009,Gake no ue no Ponyo,"$205,162,666","$15,090,399","$190,072,267"
859,860,2006,The Holiday,"$204,920,447","$63,280,000","$141,640,447"
860,861,2010,Yogi Bear,"$204,774,690","$100,246,011","$104,528,679"
861,862,2022,Qi Ji Nian Dai (å¥è¿¹),"$204,449,108",,"$204,449,108"
862,863,2008,Valkyrie,"$203,932,174","$83,107,829","$120,824,345"
863,864,2022,DC League of Super Pets,"$203,891,589","$93,657,117","$110,234,472"
864,865,2004,King Arthur,"$203,653,524","$51,877,963","$151,775,561"
865,866,2021,Ghostbusters: Afterlife,"$203,614,138","$129,360,575","$74,253,563"
866,867,2020,Chai Dan Zhuan Jia Er,"$203,481,407",,"$203,481,407"
867,868,2017,A Dogâs Purpose,"$203,055,427","$64,321,890","$138,733,537"
868,869,2005,Fun With Dick And Jane,"$203,018,919","$110,550,000","$92,468,919"
869,870,2008,You Don't Mess With the Zohan,"$202,910,991","$100,018,837","$102,892,154"
870,871,2007,Hairspray,"$202,822,861","$118,871,849","$83,951,012"
871,872,2012,21 Jump Street,"$202,812,429","$138,447,667","$64,364,762"
872,873,2016,Arrival,"$202,754,970","$100,546,139","$102,208,831"
873,874,2001,Vanilla Sky,"$202,726,605","$100,614,858","$102,111,747"
874,875,2015,Straight Outta Compton,"$202,182,981","$161,197,785","$40,985,196"
875,876,1998,Patch Adams,"$202,173,000","$135,014,968","$67,158,032"
876,877,1990,Teenage Mutant Ninja Turtles,"$202,000,000","$135,265,915","$66,734,085"
877,878,1990,Kindergarten Cop,"$202,000,000","$91,457,688","$110,542,312"
878,879,1983,Flashdance,"$201,463,574","$90,463,574","$111,000,000"
879,880,1993,Philadelphia,"$201,324,422","$77,324,422","$124,000,000"
880,881,2020,Birds of Prey (And the Fantabulous Em…,"$201,005,552","$84,158,461","$116,847,091"
881,882,2013,Percy Jackson: Sea of Monsters,"$200,859,554","$68,559,554","$132,300,000"
882,883,2001,Cats & Dogs,"$200,700,000","$93,375,151","$107,324,849"
883,884,2019,The Addams Family,"$200,588,546","$97,864,733","$102,723,813"
884,885,1990,The Hunt for Red October,"$200,500,000","$120,709,866","$79,790,134"
885,886,2021,The Conjuring: The Devil Made Me Do It,"$200,266,441","$65,631,050","$134,635,391"
886,887,1979,Rocky 2,"$200,182,160","$85,182,160","$115,000,000"
887,888,2016,The BFG,"$199,646,680","$55,483,770","$144,162,910"
888,889,2019,Wu Sha,"$199,276,793",,"$199,276,793"
889,890,2002,Two Weeks Notice,"$199,043,309","$93,354,918","$105,688,391"
890,891,1998,City of Angels,"$198,750,909","$78,750,909","$120,000,000"
891,892,2018,Yi Chu Hao Xi,"$198,330,770","$670,883","$197,659,887"
892,893,2005,The Pacifier,"$198,006,880","$113,006,880","$85,000,000"
893,894,2018,Christopher Robin,"$197,744,377","$99,215,042","$98,529,335"
894,895,2001,Spy Kids,"$197,692,062","$112,692,062","$85,000,000"
895,896,2013,Jack the Giant Slayer,"$197,687,603","$65,187,603","$132,500,000"
896,897,2012,The Vow,"$197,618,160","$125,014,030","$72,604,130"
897,898,2005,Wallace & Gromit: The Curse of the We…,"$197,593,152","$56,068,547","$141,524,605"
898,899,2017,Smurfs: The Lost Village,"$197,578,586","$45,020,282","$152,558,304"
899,900,2015,The Intern,"$197,115,710","$75,764,672","$121,351,038"
900,901,2021,Chinese Doctors,"$196,863,514",,"$196,863,514"
901,902,1994,Stargate,"$196,565,669","$71,565,669","$125,000,000"
902,903,2010,Red,"$196,439,693","$90,380,162","$106,059,531"
903,904,2004,50 First Dates,"$196,320,329","$120,776,832","$75,543,497"
904,905,2002,Panic Room,"$196,308,367","$95,308,367","$101,000,000"
905,906,2021,Gekijouban Jujutsu Kaisen 0,"$196,290,952","$33,919,605","$162,371,347"
906,907,2017,The Shape of Water,"$195,790,794","$63,859,435","$131,931,359"
907,908,2003,Anger Management,"$195,484,552","$135,560,942","$59,923,610"
908,909,1981,For Your Eyes Only,"$195,300,000","$54,800,000","$140,500,000"
909,910,2016,London Has Fallen,"$195,194,085","$62,524,260","$132,669,825"
910,911,2014,The Other Woman,"$195,111,193","$83,911,193","$111,200,000"
911,912,2007,Beowulf,"$195,080,579","$82,280,579","$112,800,000"
912,913,2023,Dungeons & Dragons: Honor Among Thieves,"$194,930,509","$88,955,662","$105,974,847"
913,914,2019,Downton Abbey,"$194,694,725","$96,853,865","$97,840,860"
914,915,2009,Paranormal Activity,"$194,183,034","$107,918,810","$86,264,224"
915,916,2014,Need for Speed,"$194,169,619","$43,568,507","$150,601,112"
916,917,2016,Xi You Ji zhi Sun Wu Kong San Da Bai …,"$194,058,503","$709,982","$193,348,521"
917,918,2011,Gnomeo and Juliet,"$193,737,977","$99,967,670","$93,770,307"
918,919,2002,The Sum of All Fears,"$193,500,000","$118,471,320","$75,028,680"
919,920,2014,The Equalizer,"$192,903,624","$101,530,738","$91,372,886"
920,921,2017,Paddington 2,"$192,744,317","$40,891,591","$151,852,726"
921,922,2019,Yip Man 4,"$192,617,891","$3,956,031","$188,661,860"
922,923,2019,Rocketman,"$192,133,784","$96,368,160","$95,765,624"
923,924,2006,Open Season,"$191,932,158","$85,105,259","$106,826,899"
924,925,2005,The Longest Yard,"$191,558,505","$158,119,460","$33,439,045"
925,926,1991,The Addams Family,"$191,502,243","$113,502,246","$77,999,997"
926,927,2000,Hollow Man,"$191,200,000","$73,209,340","$117,990,660"
927,928,1987,The Living Daylights,"$191,199,996","$51,185,000","$140,014,996"
928,929,2008,Tropic Thunder,"$191,145,256","$110,515,313","$80,629,943"
929,930,1994,The Santa Clause,"$190,506,000","$145,539,357","$44,966,643"
930,931,1981,Superman II,"$190,400,000","$108,185,706","$82,214,294"
931,932,2018,The Equalizer 2,"$190,376,181","$102,084,362","$88,291,819"
932,933,2003,Cheaper by the Dozen,"$190,212,113","$138,614,544","$51,597,569"
933,934,1998,The Waterboy,"$190,191,646","$161,491,646","$28,700,000"
934,935,2019,The LEGO Movie 2: The Second Part,"$190,131,035","$105,806,508","$84,324,527"
935,936,1995,Outbreak,"$190,023,573","$67,823,573","$122,200,000"
936,937,2019,Tenki no Ko,"$189,952,624","$8,056,636","$181,895,988"
937,938,2011,Mr. Poppers's Penguins,"$189,624,452","$68,224,452","$121,400,000"
938,939,1998,The X Files: Fight the Future,"$189,176,423","$83,898,313","$105,278,110"
939,940,2014,Xin Hua Lu Fang,"$188,744,961","$774,961","$187,970,000"
940,941,1988,Rambo III,"$188,715,611","$53,715,611","$135,000,000"
941,942,2019,Abominable,"$188,668,688","$60,761,390","$127,907,298"
942,943,2011,Hop,"$188,494,082","$108,085,305","$80,408,777"
943,944,1993,The Pelican Brief,"$187,995,859","$100,768,056","$87,227,803"
944,945,2013,The Secret Life of Walter Mitty,"$187,861,183","$58,236,838","$129,624,345"
945,946,2005,Walk the Line,"$187,707,495","$119,519,402","$68,188,093"
946,947,1983,Octopussy,"$187,500,000","$67,900,000","$119,600,000"
947,948,1995,Heat,"$187,433,328","$67,436,818","$119,996,510"
948,949,2009,The Final Destination,"$187,384,627","$66,477,700","$120,906,927"
949,950,1993,In the Line of Fire,"$187,343,874","$102,243,874","$85,100,000"
950,951,2004,The Grudge,"$187,281,115","$110,359,362","$76,921,753"
951,952,2009,Watchmen,"$186,976,250","$107,509,799","$79,466,451"
952,953,1998,The Horse Whisperer,"$186,883,563","$75,383,563","$111,500,000"
953,954,2009,Knowing,"$186,450,317","$79,957,634","$106,492,683"
954,955,2001,Atlantis: The Lost Empire,"$186,049,020","$84,052,762","$101,996,258"
955,956,2018,Wu Shuang,"$186,027,770",,"$186,027,770"
956,957,2009,Paul Blart: Mall Cop,"$185,904,750","$146,336,178","$39,568,572"
957,958,2006,Inside Man,"$185,798,265","$88,634,237","$97,164,028"
958,959,2017,Pitch Perfect 3,"$185,736,412","$104,897,530","$80,838,882"
959,960,2007,I Now Pronounce You Chuck and Larry,"$185,708,462","$119,725,280","$65,983,182"
960,961,2019,The White Storm 2: Drug Lords,"$185,427,900",,"$185,427,900"
961,962,1977,The Spy Who Loved Me,"$185,400,000","$46,800,000","$138,600,000"
962,963,1937,Snow White and the Seven Dwarfs,"$184,925,486","$184,925,486",
963,964,1979,Alien,"$184,638,105","$62,005,728","$122,632,377"
964,965,2017,The Hitmanâs Bodyguard,"$183,415,183","$75,468,583","$107,946,600"
965,966,2002,Road to Perdition,"$183,354,514","$104,054,514","$79,300,000"
966,967,2016,Storks,"$183,353,431","$72,679,278","$110,674,153"
967,968,1986,Aliens,"$183,291,893","$85,160,248","$98,131,645"
968,969,2002,Gangs of New York,"$183,124,621","$77,730,500","$105,394,121"
969,970,1992,Wayne's World,"$183,097,323","$121,697,323","$61,400,000"
970,971,1994,Maverick,"$183,015,237","$101,631,272","$81,383,965"
971,972,2022,The Lost City,"$182,921,990","$105,344,029","$77,577,961"
972,973,2003,Daredevil,"$182,782,518","$102,543,518","$80,239,000"
973,974,2016,Du cheng feng yun III,"$182,579,909",,"$182,579,909"
974,975,2002,Sweet Home Alabama,"$182,365,114","$127,214,072","$55,151,042"
975,976,1991,Cape Fear,"$182,291,969","$79,091,969","$103,200,000"
976,977,1995,While You Were Sleeping,"$182,057,016","$81,057,016","$101,000,000"
977,978,2015,Jupiter Ascending,"$181,982,519","$47,482,519","$134,500,000"
978,979,1996,The Birdcage,"$181,760,553","$124,060,553","$57,700,000"
979,980,2006,Poseidon,"$181,674,817","$60,674,817","$121,000,000"
980,981,1996,The First Wives Club,"$181,489,203","$105,489,203","$76,000,000"
981,982,2009,He's Just Not That Into You,"$181,053,657","$93,953,653","$87,100,004"
982,983,2006,DÃ©jÃ  Vu,"$181,038,616","$64,038,616","$117,000,000"
983,984,2004,Scooby-Doo 2: Monsters Unleashed,"$180,856,996","$84,185,387","$96,671,609"
984,985,2013,12 Years a Slave,"$180,765,061","$56,671,993","$124,093,068"
985,986,2008,Eagle Eye,"$180,585,259","$101,440,743","$79,144,516"
986,987,2016,Bad Moms,"$180,485,601","$113,257,297","$67,228,304"
987,988,1999,The Haunting,"$180,188,905","$91,188,905","$89,000,000"
988,989,2012,The Dictator,"$180,148,897","$59,650,222","$120,498,675"
989,990,2011,Hugo,"$180,047,784","$73,864,507","$106,183,277"
990,991,2017,The Post,"$179,769,457","$81,903,458","$97,865,999"
991,992,2006,Flushed Away,"$179,357,126","$64,665,672","$114,691,454"
992,993,2003,The League of Extraordinary Gentlemen,"$179,265,204","$66,465,204","$112,800,000"
993,994,2001,Moulin Rouge,"$179,199,536","$57,386,369","$121,813,167"
994,995,1995,Dangerous Minds,"$178,919,401","$84,919,401","$94,000,000"
995,996,2006,Scary Movie 4,"$178,710,620","$90,710,620","$88,000,000"
996,997,2003,How to Lose a Guy in 10 Days,"$178,503,788","$105,807,520","$72,696,268"
997,998,1997,Danteâs Peak,"$178,200,000","$67,163,857","$111,036,143"
998,999,1992,Patriot Games,"$178,100,000","$83,287,363","$94,812,637"
999,"1,000",1997,Flubber,"$177,993,801","$92,993,801","$85,000,000"
